"date1","partner_id","avg_duration_seconds","median_duration_seconds","amount_of_exchange","our_volume_sum","median_volume","avg_volume_per_exchange","prev_valume","volume_growth_pct"
2021-12-20,86,214.63,234.0,40,80.10868,0.9663156867027283,2.0027175000000000,28.667353,179.44
2021-12-20,89,371.63,363.0,35,38.34954,0.6836339831352234,1.0957000000000000,332.96152,-88.48
2021-12-20,91,99.00,99.0,1,0.08036812,0.08036811649799347,0.08036810000000000000,,
2021-12-20,92,155.33,139.0,3,2.896468,0.04901007190346718,0.96549000000000000000,,
2021-12-20,95,151.00,151.0,1,,,,,
2021-12-20,96,163.00,185.0,3,3.041902,0.23052169382572174,1.01396666666666666667,19.313229,-84.25
2021-12-20,98,763.00,763.0,1,0.09465314,0.09465313702821732,0.09465310000000000000,0.14383486,-34.19
2021-12-20,101,240.20,242.0,15,29.235542,1.066286563873291,1.9490333333333333,8.050672,263.14
2021-12-20,106,148.50,148.5,2,0.77185553,0.3859277665615082,0.38592800000000000000,0.08197023,841.63
2021-12-20,108,189.56,196.0,9,13.673995,0.5968821048736572,1.5193333333333333,453.61472,-96.99
2021-12-20,109,140.00,140.0,1,27.614557,27.61455726623535,27.6146000000000000,4.6125,498.69
2021-12-20,110,214.44,153.0,55,112.406715,0.4367111325263977,2.0437636363636364,80.03396,40.45
2021-12-20,112,207.50,207.5,2,19.887535,9.943767547607422,9.9437500000000000,14.388546,38.22
2021-12-20,113,189.50,189.5,2,0.1703872,0.08519359678030014,0.08519350000000000000,0.6997448,-75.65
2021-12-20,114,107.00,107.0,2,1.4438868,0.7219433486461639,0.72194500000000000000,,
2021-12-20,116,658.20,294.0,5,2.0839286,0.3385883569717407,0.41678600000000000000,1.287625,61.84
2021-12-20,120,174.00,174.0,1,1.4433241,1.443324089050293,1.44332000000000000000,,
2021-12-20,126,225.50,209.0,4,15.313654,2.6495850682258606,3.8284250000000000,10.739399,42.59
2021-12-20,127,232.50,235.0,6,7.3873634,0.9860908389091492,1.2312266666666667,9.591867,-22.98
2021-12-20,128,144.00,144.0,1,2.5348902,2.5348901748657227,2.5348900000000000,,
2021-12-20,134,158.00,158.0,1,5.9630394,5.963039398193359,5.9630400000000000,,
2021-12-20,137,81.00,81.0,1,0.19256572,0.19256572425365448,0.19256600000000000000,0.4946271,-61.07
2021-12-20,138,334.89,163.0,37,63.553383,1.0950515270233154,1.7176594594594595,17.78152,257.41
2021-12-20,141,259.00,260.0,6,178.6533,5.277207136154175,29.7755000000000000,,
2021-12-20,143,203.86,238.0,7,10.602733,0.7751613855361938,1.5146714285714286,3.228132,228.45
2021-12-20,145,240.88,204.5,26,49.512787,0.2863437384366989,1.9043384615384615,29.322155,68.86
2021-12-20,148,372.00,372.0,2,10.743158,5.371578931808472,5.3716000000000000,0.08557767,12453.70
2021-12-20,151,291.33,288.0,3,0.39408585,0.14929722249507904,0.13136200000000000000,,
2021-12-20,152,201.33,226.0,3,2.7043352,1.1113041639328003,0.90144666666666666667,0.40719885,564.13
2021-12-20,155,280.00,280.0,1,2.1306124,2.130612373352051,2.1306100000000000,,
2021-12-20,158,205.00,205.0,2,4.853898,2.426949068903923,2.4269500000000000,0.040467992,11894.40
2021-12-20,162,115.80,116.0,5,0.42325887,0.08629247546195984,0.08465180000000000000,0.13973743,202.90
2021-12-20,168,144.59,147.5,22,137.29756,0.8626870512962341,6.2408181818181818,4.2343397,3142.48
2021-12-20,180,106.50,106.5,2,10.718397,5.359198331832886,5.3592000000000000,,
2021-12-20,181,196.22,124.5,18,7.728563,0.31453274190425873,0.42936444444444444444,13.079608,-40.91
2021-12-20,182,138.20,118.0,5,7.6676087,1.2846808433532715,1.5335220000000000,23.593483,-67.50
2021-12-20,186,179.50,173.5,4,5.3573885,1.0298251807689667,1.3393475000000000,,
2021-12-20,187,164.67,162.0,3,1.9683406,0.5839908719062805,0.65611333333333333333,,
2021-12-20,191,212.00,212.0,1,0.05637708,0.05637707933783531,0.05637710000000000000,,
2021-12-20,192,392.00,392.0,2,0.369,0.36899998784065247,0.18450000000000000000,3.8551865,-90.43
2021-12-20,195,123.00,123.0,1,0.4254698,0.4254697859287262,0.42547000000000000000,,
2021-12-20,196,322.70,161.0,40,251.22888,0.9549422860145569,6.2807250000000000,54.17289,363.75
2021-12-20,197,268.75,179.0,4,23.51607,5.7227561473846436,5.8790250000000000,0.90479356,2499.05
2021-12-20,199,573.50,573.5,2,35.975067,17.98753333091736,17.9875500000000000,1.7415824,1965.65
2021-12-20,203,114.00,114.0,1,,,,,
2021-12-20,207,199.00,125.0,4,4.105074,2.0525368936359882,1.02626750000000000000,28.323048,-85.51
2021-12-20,210,219.00,219.0,2,2.8608952,1.430447518825531,1.43045000000000000000,0.31242293,815.71
2021-12-20,211,498.00,498.0,1,2.7751875,2.7751874923706055,2.7751900000000000,,
2021-12-20,212,180.00,180.0,2,0.7234302,0.3617151007056236,0.36171500000000000000,0.7675758,-5.75
2021-12-20,215,212.50,212.5,2,0.9554502,0.477725088596344,0.47772500000000000000,,
2021-12-20,216,241.84,247.0,173,263.5154,0.4979715943336487,1.5232080924855491,121.49416,116.90
2021-12-20,219,170.38,136.0,8,149.32486,1.2728648781776428,18.6656250000000000,,
2021-12-20,222,162.00,162.0,2,0.9246115,0.4623057469725609,0.46230600000000000000,,
2021-12-20,224,176.00,144.0,3,0.19571693,0.06836339831352234,0.06523900000000000000,,
2021-12-20,228,3414.00,3414.0,1,0.169125,0.1691250056028366,0.16912500000000000000,,
2021-12-21,1,1550.54,172.0,157,662.04846,0.6758418083190918,4.2168662420382166,634.48486,4.34
2021-12-21,2,393.05,155.0,2530,7749.018,0.3870670199394226,3.0628537549407115,12413.059,-37.57
2021-12-21,3,467.18,175.0,224,2117.692,0.4715673327445984,9.4539732142857143,635.525,233.22
2021-12-21,5,3542.00,3542.0,1,0.3766875,0.37668749690055847,0.37668700000000000000,1.245375,-69.75
2021-12-21,6,279.25,157.0,171,371.17432,0.398921862244606,2.1706081871345029,418.98367,-11.41
2021-12-21,8,235.00,240.0,5,13.399951,0.6150000095367432,2.6800000000000000,1.2396387,980.96
2021-12-21,9,208.64,169.5,56,201.0975,0.40885674953460693,3.5910357142857143,388.3649,-48.22
2021-12-21,11,614.30,143.0,10,63.942112,2.637965440750122,6.3942100000000000,21.692284,194.77
2021-12-21,12,183.08,153.0,62,122.17855,0.3070211708545685,1.9706290322580645,140.02908,-12.75
2021-12-21,14,248.36,215.0,431,1084.9021,0.5944556593894958,2.5171693735498840,1800.5201,-39.75
2021-12-21,16,163.85,146.0,20,363.11334,1.1692161858081818,18.1556500000000000,176.74826,105.44
2021-12-21,18,188.50,178.5,4,17.373749,4.535624980926514,4.3434250000000000,16.14375,7.62
2021-12-21,19,181.00,181.0,1,0.5535,0.5534999966621399,0.55350000000000000000,0.37656087,46.99
2021-12-21,22,133.50,133.5,2,1.9558525,0.9779262244701385,0.97792500000000000000,,
2021-12-21,23,571.25,152.5,24,39.970078,0.3527117669582367,1.6654208333333333,33.94434,17.75
2021-12-21,25,232.61,126.0,33,310.09583,0.16039200127124786,9.3968484848484848,36.65443,746.00
2021-12-21,26,187.33,194.0,3,25.728008,11.331982612609863,8.5760000000000000,,
2021-12-21,27,4076.44,173.5,36,559.6798,3.539621591567993,15.5466666666666667,597.9848,-6.41
2021-12-21,29,326.00,326.0,1,6.315853,6.315853118896484,6.3158500000000000,,
2021-12-21,33,239.93,159.5,110,783.9499,0.7228534519672394,7.1268181818181818,1138.1218,-31.12
2021-12-21,35,341.11,179.5,46,26.395575,0.12997666001319885,0.57381739130434782609,47.94656,-44.95
2021-12-21,37,228.93,154.0,449,495.69128,0.109491728246212,1.1039888641425390,607.981,-18.47
2021-12-21,39,244.50,244.5,2,1.3420526,0.6710263043642044,0.67102500000000000000,1.7437263,-23.04
2021-12-21,45,58.00,58.0,1,,,,,
2021-12-21,47,955.23,164.0,47,181.66977,0.44587039947509766,3.8653191489361702,132.4858,37.12
2021-12-21,50,230.00,267.0,5,21.219452,1.4676191806793213,4.2439000000000000,5.738947,269.75
2021-12-21,51,220.00,214.0,3,2.5684326,0.9252715110778809,0.85614333333333333333,0.052399058,4801.68
2021-12-21,52,245.48,141.5,192,942.1944,0.7448471784591675,4.9072604166666667,1382.9181,-31.87
2021-12-21,53,99.67,101.0,3,0.82445776,0.14330103993415833,0.27481933333333333333,10.401108,-92.07
2021-12-21,55,192.00,192.0,1,0.041242912,0.04124291241168976,0.04124290000000000000,15.202007,-99.73
2021-12-21,56,343.60,164.0,1269,9195.076,1.1148467063903809,7.2459259259259259,16782.986,-45.21
2021-12-21,57,559.11,177.0,27,54.01751,1.068039059638977,2.0006481481481481,97.262886,-44.46
2021-12-21,58,178.00,178.0,1,1.2545241,1.2545241117477417,1.25452000000000000000,,
2021-12-21,59,129.00,129.0,2,5.136566,2.5682830810546875,2.5682850000000000,47.75987,-89.25
2021-12-21,62,277.00,277.0,1,2.9322355,2.9322354793548584,2.9322400000000000,5.489279,-46.58
2021-12-21,63,117.00,117.0,1,0.73022705,0.7302270531654358,0.73022700000000000000,0.059074134,1136.12
2021-12-21,64,295.00,295.0,1,0.33425218,0.33425217866897583,0.33425200000000000000,0.68660957,-51.32
2021-12-21,67,87.00,87.0,1,0.015516443,0.01551644317805767,0.01551640000000000000,17.830278,-99.91
2021-12-21,69,204.93,127.0,14,40.121254,1.671794056892395,2.8658071428571429,40.40207,-0.70
2021-12-21,71,154.36,127.0,14,25.630745,0.2859312444925308,1.8307642857142857,191.77066,-86.63
2021-12-21,73,193.83,117.0,12,198.19052,0.13302261382341385,16.5159166666666667,141.21686,40.34
2021-12-21,74,286.00,286.0,1,0.4794732,0.47947320342063904,0.47947300000000000000,22.177467,-97.84
2021-12-21,79,1583.00,1583.0,1,69.38933,69.38932800292969,69.3893000000000000,,
2021-12-21,83,424.00,424.0,1,0.11954215,0.11954215168952942,0.11954200000000000000,0.38514215,-68.96
2021-12-21,86,232.40,235.0,42,106.39997,0.591463714838028,2.5333333333333333,80.10868,32.82
2021-12-21,89,347.56,345.5,36,80.66139,0.5318309962749481,2.2405944444444444,38.34954,110.33
2021-12-21,91,84.50,84.5,2,0.10739051,0.053695254027843475,0.05369550000000000000,0.08036812,33.62
2021-12-21,94,224.00,224.0,1,1.583118,1.583117961883545,1.58312000000000000000,,
2021-12-21,96,327.33,328.0,3,2.6393955,0.39284661412239075,0.87980000000000000000,3.041902,-13.23
2021-12-21,97,180.00,180.0,1,1.2626553,1.262655258178711,1.26266000000000000000,,
2021-12-21,98,130.00,130.0,1,0.44089332,0.4408933222293854,0.44089300000000000000,0.09465314,365.80
2021-12-21,100,123.33,125.0,3,1.9493273,0.7415085434913635,0.64977666666666666667,0.9281471,110.02
2021-12-21,101,174.44,132.0,9,103.74283,0.9810512065887451,11.5270000000000000,29.235542,254.85
2021-12-21,104,229.50,229.5,2,1.4025825,0.7012912565842271,0.70129000000000000000,0.17013717,724.38
2021-12-21,108,257.22,150.0,9,102.17261,15.782147407531738,11.3525555555555556,13.673995,647.20
2021-12-21,110,337.15,135.0,39,48.689884,0.8481364548206329,1.2484589743589744,112.406715,-56.68
2021-12-21,111,120.00,120.0,1,9.225,9.225000381469727,9.2250000000000000,,
2021-12-21,112,127.17,124.0,6,5.663246,0.9347108006477356,0.94387500000000000000,19.887535,-71.52
2021-12-21,116,128.00,128.0,2,0.32694548,0.1634727343916893,0.16347250000000000000,2.0839286,-84.31
2021-12-21,120,201.00,201.0,2,13.47613,6.738064616918564,6.7380500000000000,1.4433241,833.69
2021-12-21,125,114.00,114.0,1,6.1914463,6.191446304321289,6.1914500000000000,4.2558665,45.48
2021-12-21,126,182.00,182.0,1,4.531915,4.531915187835693,4.5319200000000000,15.313654,-70.41
2021-12-21,127,375.30,217.5,10,22.903063,2.373541235923767,2.2903100000000000,7.3873634,210.03
2021-12-21,129,162.00,162.0,1,6.312744,6.312744140625,6.3127400000000000,,
2021-12-21,132,217.00,217.0,1,0.48239616,0.4823961555957794,0.48239600000000000000,,
2021-12-21,133,183.50,183.5,2,0.78346753,0.3917337507009506,0.39173400000000000000,,
2021-12-21,134,166.00,166.0,1,4.621417,4.621417045593262,4.6214200000000000,5.9630394,-22.50
2021-12-21,136,300.00,300.0,1,0.1817863,0.18178629875183105,0.18178600000000000000,,
2021-12-21,137,159.00,159.0,1,0.11929524,0.11929523944854736,0.11929500000000000000,0.19256572,-38.05
2021-12-21,138,5032.87,175.0,25,22.69928,0.3771595060825348,0.90797200000000000000,63.553383,-64.28
2021-12-21,140,11335.60,115.0,5,0.85817754,0.15935437381267548,0.17163560000000000000,,
2021-12-21,143,269.00,269.0,1,0.6543287,0.6543287038803101,0.65432900000000000000,10.602733,-93.83
2021-12-21,145,210.32,184.0,37,21.740326,0.25109750032424927,0.58757567567567567568,49.512787,-56.09
2021-12-21,146,126.00,126.0,2,0.45179826,0.2258991226553917,0.22589900000000000000,,
2021-12-21,147,166.50,166.5,2,9.253624,4.6268118023872375,4.6268100000000000,,
2021-12-21,150,116.00,116.0,1,0.33837268,0.33837267756462097,0.33837300000000000000,4.09823,-91.74
2021-12-21,152,169.33,139.5,6,9.575946,0.6070311069488525,1.5959916666666667,2.7043352,254.10
2021-12-21,154,86.00,86.0,1,1.4962566,1.4962565898895264,1.49626000000000000000,,
2021-12-21,155,185.33,207.0,3,14.235712,3.3349435329437256,4.7452333333333333,2.1306124,568.15
2021-12-21,156,241.00,145.0,5,39.936665,3.382499933242798,7.9873400000000000,,
2021-12-21,162,122.33,121.0,3,3.4187138,1.6028825044631958,1.13957000000000000000,0.42325887,707.71
2021-12-21,168,129.45,126.0,11,121.80798,2.716928243637085,11.0734545454545455,137.29756,-11.28
2021-12-21,172,717.00,717.0,1,0.07518375,0.07518374919891357,0.07518370000000000000,,
2021-12-21,174,133.00,133.0,1,0.32636824,0.3263682425022125,0.32636800000000000000,,
2021-12-21,181,393.64,138.0,11,26.663342,0.7261456847190857,2.4239363636363636,7.728563,245.00
2021-12-21,182,120.00,120.0,1,0.2972879,0.2972879111766815,0.29728800000000000000,7.6676087,-96.12
2021-12-21,185,612.00,612.0,1,0.047348533,0.04734853282570839,0.04734850000000000000,,
2021-12-21,187,667.50,715.0,10,7.7793913,0.47050946950912476,0.77793900000000000000,1.9683406,295.23
2021-12-21,190,121.00,121.0,1,0.097760394,0.0977603942155838,0.09776040000000000000,3.3713095,-97.10
2021-12-21,193,126.00,126.0,1,1.2452427,1.245242714881897,1.24524000000000000000,,
2021-12-21,194,364.00,364.0,1,28.710207,28.710206985473633,28.7102000000000000,,
2021-12-21,196,149.62,133.0,29,59.11339,1.4099923968315125,2.0383931034482759,251.22888,-76.47
2021-12-21,197,185.00,152.0,5,39.877914,8.7191241979599,7.9755800000000000,23.51607,69.58
2021-12-21,199,665.00,665.0,2,15.401043,7.700521230697632,7.7005000000000000,35.975067,-57.19
2021-12-21,200,215.18,152.0,11,2.0407193,0.18449999392032623,0.18552000000000000000,,
2021-12-21,203,147.00,121.0,3,0.24083361,0.2408336102962494,0.08027800000000000000,,
